"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18400","505","513.25","494.05","502.65","506","502.65","41","387.53","10.33","1550","1400","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18450","0","0","0","751.25","0","725.8","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18200","605","630","587.45","621.15","620.8","621.15","90","846.61","27.61","4450","2800","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18250","0","0","0","852.25","0","826.8","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18300","534.5","570","531","570","570","800.75","20","188.54","5.54","750","550","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18100","675","681","662.7","681","681","908.25","12","112.64","4.04","650","400","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18150","0","0","0","905.95","0","880.55","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18000","722.9","759.95","700","742.2","750.25","742.2","1434","13433.62","527.62","494800","7300","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","18050","0","0","0","961.75","0","936.5","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17850","0","0","0","1079.8","0","1055","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17900","0","0","0","1049.5","0","1024.55","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17950","0","0","0","1019.7","0","994.65","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17750","0","0","0","1141.95","0","1117.45","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17800","0","0","0","1110.6","0","1085.95","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17650","0","0","0","1206.15","0","1182.1","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17700","0","0","0","1173.8","0","1149.5","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17500","1080","1117.95","1080","1099","1099","1099","15","139.52","8.27","1450","500","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17550","0","0","0","1272.4","0","1248.75","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17600","0","0","0","1239.05","0","1215.15","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17350","0","0","0","1411.7","0","1389.1","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17400","0","0","0","1376.25","0","1353.4","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17450","0","0","0","1340.65","0","1317.5","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17250","0","0","0","1483.95","0","1461.2","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17300","0","0","0","1447.55","0","1425.25","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17150","0","0","0","1557.2","0","1535.75","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17200","0","0","0","1520","0","1498.25","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17000","1450","1505.25","1450","1504.1","1505.25","1504.1","76","702.26","56.26","288300","1150","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17050","0","0","0","1632.9","0","1612.1","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","17100","0","0","0","1594.85","0","1573.7","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","16850","0","0","0","1789.4","0","1769.9","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","16900","0","0","0","1749.65","0","1729.85","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","16950","0","0","0","1710.35","0","1690.2","0","0","0","0","0","18197.45"
"NIFTY","02-Jan-2023","29-Mar-2023","CE","16750","0","0","0","1870","0","1851.25","0","0","0","0","0","18197.45"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","16800","0","0","0","1829.5","0","1834.25","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","16600","0","0","0","1993.7","0","2001.15","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","16650","0","0","0","1952.15","0","1958.9","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","16700","0","0","0","1910.9","0","1917","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","15000","3302.6","3390","3300","3374.6","3370","3374.6","199","1825.7","333.2","119100","5950","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","16000","2415","2440.8","2356.4","2429.9","2428.8","2429.9","60","551.99","71.99","22150","2500","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","13000","5305","5325","5298.45","5298.45","5298.45","5298.45","3","27.46","7.96","544750","50","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","14000","0","0","0","4307.85","4307.85","4454.95","0","0","0","15950","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","11000","7425.3","7425.3","7374","7374","7374","7406.65","2","18.4","7.4","3000","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6422.5","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","23000","6.55","7.6","6.35","7.2","7.2","8.45","48","552.16",".16","27450","500","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","24000","0","0","0","7","7","2.25","0","0","0","2800","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","20000","43","43","38.8","41.5","41.55","41.5","1667","16704.45","34.45","641550","20900","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","21000","14.2","14.85","12.55","13.15","13.25","13.15","546","5736.74","3.74","304500","7200","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","22000","6.6","7.55","6.5","6.65","6.65","28.6","110","1210.39",".39","148900","-2300","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19700","0","0","0","303.9","0","287.95","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19550","0","0","0","341.7","0","325.3","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19600","0","0","0","328.4","0","312.15","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19650","0","0","0","315.55","0","299.4","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19450","0","0","0","369.5","0","352.95","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19500","94","106","94","103.95","104.9","103.95","1012","9917.69","50.69","95550","22450","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19350","0","0","0","399.05","0","382.4","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19400","0","0","0","384.05","0","367.45","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19200","0","0","0","446.75","0","430.1","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19250","0","0","0","430.4","0","413.7","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19300","0","0","0","414.5","0","397.85","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19100","0","0","0","279","279","464.3","0","0","0","50","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19150","0","0","0","463.55","0","446.95","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18950","0","0","0","535.7","0","519.35","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19000","225","240.35","215","237","237.2","237","1825","17546.31","208.81","821250","15600","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","19050","0","0","0","498.65","0","482.15","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18850","0","0","0","574.7","0","558.65","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18900","0","0","0","554.95","0","538.75","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18700","356.55","364.95","338","363","364.95","363","116","1105.22","20.62","4650","4650","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18750","0","0","0","615.7","0","600","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18800","0","0","0","594.95","0","579.05","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18600","434.55","434.55","365","408.6","409.5","408.6","63","598.42","12.52","6000","1700","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18650","0","0","0","658.8","0","643.55","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18500","435.55","470","360","462.5","463","462.5","478","4528.39","106.89","36450","13350","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18550","0","0","0","703.95","0","689.25","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18350","0","0","0","800.75","0","787.25","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18400","494","525","486.95","518","518","518","57","538.97","14.57","2550","1000","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18450","0","0","0","751.25","0","737.1","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18200","590","647.7","590","640.8","643.05","640.8","59","555.3","18.4","6000","1550","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18250","0","0","0","852.25","0","839.6","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18300","552.85","585","540","579.95","580.1","579.95","23","216.99","6.54","1250","500","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18100","685.85","700","679.9","700","700","922.2","6","56.38","2.08","650","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18150","0","0","0","905.95","0","894.1","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18000","792.55","792.55","703.05","766.25","763","766.25","849","7957.22","316.22","493250","-1550","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","18050","0","0","0","961.75","0","950.85","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17850","0","0","0","1079.8","0","1070.9","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17900","0","0","0","1049.5","0","1040.1","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17950","0","0","0","1019.7","0","1009.8","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17750","0","0","0","1141.95","0","1134.2","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17800","0","0","0","1110.6","0","1102.3","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17650","0","0","0","1206.15","0","1199.6","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17700","0","0","0","1173.8","0","1166.65","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17500","1080","1132.65","1073.55","1130","1130","1301.6","12","111.59","6.59","1500","50","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17550","0","0","0","1272.4","0","1267.1","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17600","0","0","0","1239.05","0","1233.1","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17350","0","0","0","1411.7","0","1409.05","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17400","0","0","0","1376.25","0","1372.95","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17450","0","0","0","1340.65","0","1337.35","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17250","0","0","0","1483.95","0","1481.85","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17300","0","0","0","1447.55","0","1445.6","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17100","0","0","0","1594.85","0","1595.5","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17150","0","0","0","1557.2","0","1557.15","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17200","0","0","0","1520","0","1519.3","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17000","1495.55","1540","1445","1533.35","1538.2","1533.35","134","1239.54","100.54","289750","1450","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","17050","0","0","0","1632.9","0","1634.25","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","16850","0","0","0","1789.4","0","1793.45","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","16900","0","0","0","1749.65","0","1753.05","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","16950","0","0","0","1710.35","0","1713.05","0","0","0","0","0","18232.55"
"NIFTY","03-Jan-2023","29-Mar-2023","CE","16750","0","0","0","1870","0","1875.45","0","0","0","0","0","18232.55"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","16750","0","0","0","1870","0","1708.55","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","16800","0","0","0","1829.5","0","1668.7","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","16600","0","0","0","1993.7","0","1830.5","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","16650","0","0","0","1952.15","0","1789.45","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","16700","0","0","0","1910.9","0","1748.8","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","15000","3357.5","3357.5","2885.4","3192.15","3186.05","3192.15","185","1686.02","298.52","122450","3350","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","16000","2357.55","2362.35","2214.9","2223.95","2223.95","2223.95","120","1098.12","138.12","26700","4550","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","13000","5183.55","5183.55","5085.2","5089.4","5085.2","5089.4","6","54.39","15.39","544950","200","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","14000","4150","4171","4150","4171","4171","4262.4","2","18.16","4.16","15900","-50","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","11000","7172","7172","7172","7172","7172","7214.5","1","9.09","3.59","3050","50","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","12000","0","0","0","6007.65","0","6230.1","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","23000","7.05","7.45","7","7","7","5.8","20","230.07",".07","27950","500","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","24000","0","0","0","7","7","1.45","0","0","0","2800","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","20000","41.6","41.6","33.6","34.4","34.55","34.4","2404","24082.72","42.72","632450","-9100","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","21000","13.2","13.25","11.4","12.3","12.45","12.3","651","6839.54","4.04","300750","-3750","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","22000","6.6","7.1","6.55","7","6.95","7","372","4093.3","1.3","147950","-950","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19700","0","0","0","303.9","0","234","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19750","0","0","0","291.95","0","223.8","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19550","0","0","0","341.7","0","267.6","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19600","0","0","0","328.4","0","256.3","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19650","0","0","0","315.55","0","244.6","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19450","0","0","0","369.5","0","291.45","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19500","99","99","76.6","78.8","76.6","78.8","1704","16687","73","108800","13250","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19350","0","0","0","399.05","0","316.3","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19400","0","0","0","384.05","0","303.25","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19200","0","0","0","446.75","0","358.15","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19250","0","0","0","430.4","0","343.75","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19300","0","0","0","414.5","0","329.8","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19100","0","0","0","279","279","388.35","0","0","0","50","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19150","0","0","0","463.55","0","373","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18950","0","0","0","535.7","0","437.2","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19000","237.2","237.2","180","182.8","181.75","182.8","5679","54505.15","554.65","831200","9950","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","19050","0","0","0","498.65","0","404.15","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18850","0","0","0","574.7","0","472.3","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18900","0","0","0","554.95","0","454.5","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18700","320","325","282","287.4","282.6","287.4","173","1643.85","26.3","7650","3000","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18750","0","0","0","615.7","0","509.45","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18800","0","0","0","594.95","0","490.6","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18600","395","395","327","330","327","330","79","748.44","13.74","7000","1000","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18650","0","0","0","658.8","0","548.65","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18500","452.5","452.5","365.95","372.6","368.65","372.6","1120","10583.55","223.55","56600","20150","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18550","0","0","0","703.95","0","590.05","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18350","0","0","0","800.75","0","679.35","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18400","500","500.25","417.05","420.55","417.05","420.55","97","913.89","21.49","4900","2350","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18450","0","0","0","751.25","0","633.6","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18200","601.25","616.8","521.2","528.05","527.8","528.05","117","1097.23","32.53","6450","450","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18250","830.6","830.6","830.6","830.6","830.6","727.35","1","9.54",".42","50","50","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18300","541.05","541.05","472","475.75","472","475.75","81","761.12","19.97","2550","1300","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18100","691.05","691.05","590","590","590","590","64","598.91","19.71","2000","1350","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18150","0","0","0","905.95","0","777.65","0","0","0","0","0","18042.95"
"NIFTY","04-Jan-2023","29-Mar-2023","CE","18000","739.05","750","638.5","643.8","640","643.8","2403","22439.96","812.96","507500","14250","18042.95"
